text_a	text_b	label
the service was impeccible, the menu traditional but inventive and presentation for the mostpart excellent but the food itself came up short.	menu	1
the service was impeccible, the menu traditional but inventive and presentation for the mostpart excellent but the food itself came up short.	food	0
when our entrees came, at least 3 or 4 waiters / waitresses came by at different times to wish us bon apetit.	entrees	2
when our entrees came, at least 3 or 4 waiters / waitresses came by at different times to wish us bon apetit.	waitresses	0
our last experience: waiting for a table at the bar (we always make reservations), the bartender ignored us until my husband intervened with one of the owners.	table	2
our last experience: waiting for a table at the bar (we always make reservations), the bartender ignored us until my husband intervened with one of the owners.	reservations	2
our last experience: waiting for a table at the bar (we always make reservations), the bartender ignored us until my husband intervened with one of the owners.	owners	0
the menu features classic french bistro fare, like steamed mussels with french fries and hangar steak with a green peppercorn sauce.	menu	2
the menu features classic french bistro fare, like steamed mussels with french fries and hangar steak with a green peppercorn sauce.	french bistro fare	1
the menu features classic french bistro fare, like steamed mussels with french fries and hangar steak with a green peppercorn sauce.	steamed mussels with french fries	2
the menu features classic french bistro fare, like steamed mussels with french fries and hangar steak with a green peppercorn sauce.	green peppercorn sauce	2
the scene a stone-faced facade welcomes diners to a restaurant that feels barely touched by the neighborhood's rapid transformation into a nighttime hot spot.	scene	2
the scene a stone-faced facade welcomes diners to a restaurant that feels barely touched by the neighborhood's rapid transformation into a nighttime hot spot.	spot	1
get in before peak dinner time (7-8 pm) to avoid harried service.	dinner	2
get in before peak dinner time (7-8 pm) to avoid harried service.	service	0
my family and i enjoy spicy food so towards the end of the meal, we were tearing and had runny noses.	food	1
my family and i enjoy spicy food so towards the end of the meal, we were tearing and had runny noses.	meal	2
dinner highlights include succulent salmon fillet, drenched in roasted tomato shallot sauce and grilled hangar steak with light fries and caramelized onions.	dinner	2
dinner highlights include succulent salmon fillet, drenched in roasted tomato shallot sauce and grilled hangar steak with light fries and caramelized onions.	succulent salmon fillet	1
dinner highlights include succulent salmon fillet, drenched in roasted tomato shallot sauce and grilled hangar steak with light fries and caramelized onions.	caramelized onions	1
the drinks, served with a little extra in the shaker, anticipate the aptly executed menu, which emphasizes comfort foods of a bygone era--veggies, for example, include crisp brussels sprouts, shredded beets and bubbling-hot scalloped potatoes.	drinks	2
the drinks, served with a little extra in the shaker, anticipate the aptly executed menu, which emphasizes comfort foods of a bygone era--veggies, for example, include crisp brussels sprouts, shredded beets and bubbling-hot scalloped potatoes.	menu	2
the drinks, served with a little extra in the shaker, anticipate the aptly executed menu, which emphasizes comfort foods of a bygone era--veggies, for example, include crisp brussels sprouts, shredded beets and bubbling-hot scalloped potatoes.	foods	1
the drinks, served with a little extra in the shaker, anticipate the aptly executed menu, which emphasizes comfort foods of a bygone era--veggies, for example, include crisp brussels sprouts, shredded beets and bubbling-hot scalloped potatoes.	veggies	2
the drinks, served with a little extra in the shaker, anticipate the aptly executed menu, which emphasizes comfort foods of a bygone era--veggies, for example, include crisp brussels sprouts, shredded beets and bubbling-hot scalloped potatoes.	sprouts	1
the drinks, served with a little extra in the shaker, anticipate the aptly executed menu, which emphasizes comfort foods of a bygone era--veggies, for example, include crisp brussels sprouts, shredded beets and bubbling-hot scalloped potatoes.	beets	1
after sitting at the table with empty glasses for a 1/2 hour, we had to ask the busboys to get us drinks as our waiter was nowhere to be found.	table	2
after sitting at the table with empty glasses for a 1/2 hour, we had to ask the busboys to get us drinks as our waiter was nowhere to be found.	drinks	2
after sitting at the table with empty glasses for a 1/2 hour, we had to ask the busboys to get us drinks as our waiter was nowhere to be found.	waiter	0
food is pretty good but the service is horrific.	food	1
food is pretty good but the service is horrific.	service	0
the hostess made sure we knew where the lounge was since all the seats at the bar were full and had the waiter come over to take our drink order.	hostess	0
the hostess made sure we knew where the lounge was since all the seats at the bar were full and had the waiter come over to take our drink order.	lounge	2
the hostess made sure we knew where the lounge was since all the seats at the bar were full and had the waiter come over to take our drink order.	seats	2
the hostess made sure we knew where the lounge was since all the seats at the bar were full and had the waiter come over to take our drink order.	bar	2
the hostess made sure we knew where the lounge was since all the seats at the bar were full and had the waiter come over to take our drink order.	order	2
last time, the waiter told my roommate he'd have to charge her $5 for mushrooms as one of her omelette choices (never heard that at my other favorite brunch places.	waiter	0
last time, the waiter told my roommate he'd have to charge her $5 for mushrooms as one of her omelette choices (never heard that at my other favorite brunch places.	places	1
summary - good food which they rush you through and do everything to up your bill.	food	1
summary - good food which they rush you through and do everything to up your bill.	bill	2
a huge coca-cola sign dominates the bar, and cute waiters whisk plates of 'cue across the dining room and to the sidewalk patio.	bar	2
a huge coca-cola sign dominates the bar, and cute waiters whisk plates of 'cue across the dining room and to the sidewalk patio.	waiters	1
a huge coca-cola sign dominates the bar, and cute waiters whisk plates of 'cue across the dining room and to the sidewalk patio.	plates	2
a huge coca-cola sign dominates the bar, and cute waiters whisk plates of 'cue across the dining room and to the sidewalk patio.	dining room	2
a huge coca-cola sign dominates the bar, and cute waiters whisk plates of 'cue across the dining room and to the sidewalk patio.	patio	2
warm orangey glow, nice old mexican prints, wee bar that my bf and i vowed to go back and linger at.	mexican	1
warm orangey glow, nice old mexican prints, wee bar that my bf and i vowed to go back and linger at.	bar	2
the server seemed drunk, he forgot mixed up our food with some other table, ignored our requests for more water, drinks etc.	server	0
the server seemed drunk, he forgot mixed up our food with some other table, ignored our requests for more water, drinks etc.	food	2
the server seemed drunk, he forgot mixed up our food with some other table, ignored our requests for more water, drinks etc.	table	2
the server seemed drunk, he forgot mixed up our food with some other table, ignored our requests for more water, drinks etc.	water	2
the server seemed drunk, he forgot mixed up our food with some other table, ignored our requests for more water, drinks etc.	drinks	2
sushi a big hamburger and good coctails.	sushi	2
sushi a big hamburger and good coctails.	hamburger	1
go for drinks, but not food it will leave you asking, where's the beef?	drinks	1
go for drinks, but not food it will leave you asking, where's the beef?	beef	2
without reservations on a friday night at 8:30 i was promptly seated and given top-notch recommendations from both the host and my waiter.	reservations	2
without reservations on a friday night at 8:30 i was promptly seated and given top-notch recommendations from both the host and my waiter.	host	1
without reservations on a friday night at 8:30 i was promptly seated and given top-notch recommendations from both the host and my waiter.	waiter	1
and the waitstaff has very little knowledge of the food, they served me the wrong dish and no one could identify what it was that they gave me, someone said pork chop, someone said lamb, and then they insisted it should be fine since it was the same price.	waitstaff	0
and the waitstaff has very little knowledge of the food, they served me the wrong dish and no one could identify what it was that they gave me, someone said pork chop, someone said lamb, and then they insisted it should be fine since it was the same price.	food	2
and the waitstaff has very little knowledge of the food, they served me the wrong dish and no one could identify what it was that they gave me, someone said pork chop, someone said lamb, and then they insisted it should be fine since it was the same price.	served	2
and the waitstaff has very little knowledge of the food, they served me the wrong dish and no one could identify what it was that they gave me, someone said pork chop, someone said lamb, and then they insisted it should be fine since it was the same price.	dish	0
and the waitstaff has very little knowledge of the food, they served me the wrong dish and no one could identify what it was that they gave me, someone said pork chop, someone said lamb, and then they insisted it should be fine since it was the same price.	pork chop	0
and the waitstaff has very little knowledge of the food, they served me the wrong dish and no one could identify what it was that they gave me, someone said pork chop, someone said lamb, and then they insisted it should be fine since it was the same price.	lamb	0
and the waitstaff has very little knowledge of the food, they served me the wrong dish and no one could identify what it was that they gave me, someone said pork chop, someone said lamb, and then they insisted it should be fine since it was the same price.	price	2
-4 waiters bustling around though no table was actually being helped -25 minutes to take our order -15 minutes to get the drinks we order -another 20 minutes to get our food -no apology from the waiter in between our lunch, a man burst out shouting in anger at the lousy service (he asked for ketchup 20 minutes ago and never got it).	waiters	0
-4 waiters bustling around though no table was actually being helped -25 minutes to take our order -15 minutes to get the drinks we order -another 20 minutes to get our food -no apology from the waiter in between our lunch, a man burst out shouting in anger at the lousy service (he asked for ketchup 20 minutes ago and never got it).	drinks	2
-4 waiters bustling around though no table was actually being helped -25 minutes to take our order -15 minutes to get the drinks we order -another 20 minutes to get our food -no apology from the waiter in between our lunch, a man burst out shouting in anger at the lousy service (he asked for ketchup 20 minutes ago and never got it).	lunch	2
-4 waiters bustling around though no table was actually being helped -25 minutes to take our order -15 minutes to get the drinks we order -another 20 minutes to get our food -no apology from the waiter in between our lunch, a man burst out shouting in anger at the lousy service (he asked for ketchup 20 minutes ago and never got it).	service	0
when we asked if the waiter could put the lights back on, he said:we have this complaint every night but the owner thinks it's more 'parisian'!	waiter	0
when we asked if the waiter could put the lights back on, he said:we have this complaint every night but the owner thinks it's more 'parisian'!	lights	2
the portions are not huge, but you are very full by the end of your meal.	portions	0
the portions are not huge, but you are very full by the end of your meal.	meal	2
we were full and ordered just coffee and tea, but the chef sent us some of his home made ice cream, saying he couldnt send us home without trying any of his dessert so that was the most unexpected part: lemongrass vanilla, five spices chinese chocolat (unbelivable)and coconut with citrus zests.	coffee	2
we were full and ordered just coffee and tea, but the chef sent us some of his home made ice cream, saying he couldnt send us home without trying any of his dessert so that was the most unexpected part: lemongrass vanilla, five spices chinese chocolat (unbelivable)and coconut with citrus zests.	tea	2
we were full and ordered just coffee and tea, but the chef sent us some of his home made ice cream, saying he couldnt send us home without trying any of his dessert so that was the most unexpected part: lemongrass vanilla, five spices chinese chocolat (unbelivable)and coconut with citrus zests.	cream	2
we were full and ordered just coffee and tea, but the chef sent us some of his home made ice cream, saying he couldnt send us home without trying any of his dessert so that was the most unexpected part: lemongrass vanilla, five spices chinese chocolat (unbelivable)and coconut with citrus zests.	dessert	2
we were full and ordered just coffee and tea, but the chef sent us some of his home made ice cream, saying he couldnt send us home without trying any of his dessert so that was the most unexpected part: lemongrass vanilla, five spices chinese chocolat (unbelivable)and coconut with citrus zests.	chinese chocolat	1
i'm not sure how he's managed to stay in the restaurant business for 40 years with his attitude (and the food's not good enough to rate the seinfeld treatment), but he's definitely lost one customer for good!	food	0
i'm not sure how he's managed to stay in the restaurant business for 40 years with his attitude (and the food's not good enough to rate the seinfeld treatment), but he's definitely lost one customer for good!	seinfeld	2
i don't usually go there over the weekends or during prime dinner hours--but for a weekday dinner it's great, and i've never had any problems with crowds, waiting, or bad service.	prime dinner	2
i don't usually go there over the weekends or during prime dinner hours--but for a weekday dinner it's great, and i've never had any problems with crowds, waiting, or bad service.	crowds	2
i don't usually go there over the weekends or during prime dinner hours--but for a weekday dinner it's great, and i've never had any problems with crowds, waiting, or bad service.	waiting	2
i don't usually go there over the weekends or during prime dinner hours--but for a weekday dinner it's great, and i've never had any problems with crowds, waiting, or bad service.	service	0
all of the drinks that we tried were as for desserts, my favorite is the chocolate cake and my boyfriend really liked their pumpkin cheesecake.	drinks	2
all of the drinks that we tried were as for desserts, my favorite is the chocolate cake and my boyfriend really liked their pumpkin cheesecake.	desserts	2
all of the drinks that we tried were as for desserts, my favorite is the chocolate cake and my boyfriend really liked their pumpkin cheesecake.	chocolate cake	1
all of the drinks that we tried were as for desserts, my favorite is the chocolate cake and my boyfriend really liked their pumpkin cheesecake.	cheesecake	1
the food is also good although there are a few kinks to work out - the soft shell crab appetizer wasn't quite as 'soft' as it should be and the halibut was a little too peppery, but my friend loved his cod and said it was perfect.	food	1
the food is also good although there are a few kinks to work out - the soft shell crab appetizer wasn't quite as 'soft' as it should be and the halibut was a little too peppery, but my friend loved his cod and said it was perfect.	soft shell crab appetizer	0
the food is also good although there are a few kinks to work out - the soft shell crab appetizer wasn't quite as 'soft' as it should be and the halibut was a little too peppery, but my friend loved his cod and said it was perfect.	cod	1
i can't even remember if they serve anything else -- a busy hole in the wall sized place and atmosphere.	place	0
i can't even remember if they serve anything else -- a busy hole in the wall sized place and atmosphere.	atmosphere	2
the beginning of the meal wasnt bad, the hostess was very nice, we got our drinks about every 10 minutes and the appetizers we good.	hostess	1
the beginning of the meal wasnt bad, the hostess was very nice, we got our drinks about every 10 minutes and the appetizers we good.	drinks	2
the waiter was nice once he got to us, it took about 5 minutes to get a glass of water and someone to get us started even though it was very slow.	waiter	1
the waiter was nice once he got to us, it took about 5 minutes to get a glass of water and someone to get us started even though it was very slow.	glass of water	2
the whole table must participate and you have to be willing to let the chef cook for you with no menu.	whole table	1
the whole table must participate and you have to be willing to let the chef cook for you with no menu.	chef	1
the whole table must participate and you have to be willing to let the chef cook for you with no menu.	menu	2
great food, but tiny portions and inexcusable service - disorganized, amateurish and definitely overpriced by a long shot.	food	1
great food, but tiny portions and inexcusable service - disorganized, amateurish and definitely overpriced by a long shot.	portions	0
great food, but tiny portions and inexcusable service - disorganized, amateurish and definitely overpriced by a long shot.	service	0
the signature of the indian tandoor-oven chet seems to be the total absence of spices   the pakoras were somewhere between red and purple in color and dripping with oil.	spices	0
the signature of the indian tandoor-oven chet seems to be the total absence of spices   the pakoras were somewhere between red and purple in color and dripping with oil.	oil	2
the decor in the dinin room is a bit bland, but the service is always friendly.	decor	0
the decor in the dinin room is a bit bland, but the service is always friendly.	dinin room	2
the decor in the dinin room is a bit bland, but the service is always friendly.	service	1
don't go for the decor or the location, go for the food!	decor	0
don't go for the decor or the location, go for the food!	location	0
don't go for the decor or the location, go for the food!	food	1
although the sides at lugers are delicious (the bacon is out of this world) the steak is entirely priced way too high.	sides	1
although the sides at lugers are delicious (the bacon is out of this world) the steak is entirely priced way too high.	lugers	2
although the sides at lugers are delicious (the bacon is out of this world) the steak is entirely priced way too high.	bacon	1
although the sides at lugers are delicious (the bacon is out of this world) the steak is entirely priced way too high.	steak	0
although the sides at lugers are delicious (the bacon is out of this world) the steak is entirely priced way too high.	priced	0
our dinner special included dessert, but our slow and unhelpful waitress didn't bother asking if we wanted any.	dessert	2
our dinner special included dessert, but our slow and unhelpful waitress didn't bother asking if we wanted any.	waitress	0
the waitress came to our table and told us about their tempting specials.	waitress	1
the waitress came to our table and told us about their tempting specials.	table	2
the waitress came to our table and told us about their tempting specials.	specials	1
i ordered chicken vindaloo, the delivery took about an hour, and it cost me $13 with tip.	chicken vindaloo	2
i ordered chicken vindaloo, the delivery took about an hour, and it cost me $13 with tip.	cost	0
the best part of our dining experience was, when our burgers were ordered with nothing on them, and they came with some mysterious houston's secret hickory sauce!	burgers	0
the best part of our dining experience was, when our burgers were ordered with nothing on them, and they came with some mysterious houston's secret hickory sauce!	secret hickory sauce	2
i think the $5 dollar breakfast is great hangover food, but then again, it's hard to mess up eggs, right?	breakfast	1
i think the $5 dollar breakfast is great hangover food, but then again, it's hard to mess up eggs, right?	eggs	2
with 5 items on the menu and prices this low, you'd think turnover would be a priority -- think again!!!	menu	2
with 5 items on the menu and prices this low, you'd think turnover would be a priority -- think again!!!	prices	1
the waiter set down my companion's meal and didn't return with my dish for some time.	waiter	0
the waiter set down my companion's meal and didn't return with my dish for some time.	meal	2
the waiter set down my companion's meal and didn't return with my dish for some time.	dish	2
there are decent selections if you are a seafood person, but not a lot if you aren't!	selections	0
there are decent selections if you are a seafood person, but not a lot if you aren't!	seafood	2
from the appetizers to the spectacular and always improving wine list, to the delicious entrees.	appetizers	2
from the appetizers to the spectacular and always improving wine list, to the delicious entrees.	wine list	1
from the appetizers to the spectacular and always improving wine list, to the delicious entrees.	entrees	1
the food is wonderful and reasonably priced, (so hard to find in ny) and the wait staff is very attentive and helpful when choosing an entree.	food	1
the food is wonderful and reasonably priced, (so hard to find in ny) and the wait staff is very attentive and helpful when choosing an entree.	priced	1
the food is wonderful and reasonably priced, (so hard to find in ny) and the wait staff is very attentive and helpful when choosing an entree.	wait staff	1
the food is wonderful and reasonably priced, (so hard to find in ny) and the wait staff is very attentive and helpful when choosing an entree.	entree	2
the menu features mild versions of lone star state favorites, from double-basted baby back ribs and steak fajitas to red-beef chili and deep-fried onions.	menu	2
the menu features mild versions of lone star state favorites, from double-basted baby back ribs and steak fajitas to red-beef chili and deep-fried onions.	baby back ribs	1
the menu features mild versions of lone star state favorites, from double-basted baby back ribs and steak fajitas to red-beef chili and deep-fried onions.	red-beef chili	1
the menu features mild versions of lone star state favorites, from double-basted baby back ribs and steak fajitas to red-beef chili and deep-fried onions.	deep-fried onions	1
although sweet melissa's food and pastries are very tasty, the unfriendly folks who work there sour the experience.	melissa	1
although sweet melissa's food and pastries are very tasty, the unfriendly folks who work there sour the experience.	food	1
although sweet melissa's food and pastries are very tasty, the unfriendly folks who work there sour the experience.	pastries	1
although sweet melissa's food and pastries are very tasty, the unfriendly folks who work there sour the experience.	experience	0
the bean burritos and the cheese enchiladas are to die for and don't get me started on their refried beans.	bean burritos	1
the bean burritos and the cheese enchiladas are to die for and don't get me started on their refried beans.	beans	2
the drinks are quite strong, so i recommend having one of their wines by the glass to accompany dinner instead of a cocktail.	drinks	1
the drinks are quite strong, so i recommend having one of their wines by the glass to accompany dinner instead of a cocktail.	wines by the glass to	2
the first time, the food was decent for lunch, but remember mediocre service.	lunch	2
the first time, the food was decent for lunch, but remember mediocre service.	service	0
our waitress hardly spoken english - and not because she spoke french - and she spilled wine all over me and didn't try to make any amends.	waitress	0
our waitress hardly spoken english - and not because she spoke french - and she spilled wine all over me and didn't try to make any amends.	wine	2
just finished a tasty jerked chicken dinner that was too pricey for the subpar service and good, but not great food.	jerked chicken dinner	1
just finished a tasty jerked chicken dinner that was too pricey for the subpar service and good, but not great food.	service	0
just finished a tasty jerked chicken dinner that was too pricey for the subpar service and good, but not great food.	food	2
i often go to ise for lunch and i am always very happy with the food.	lunch	2
i often go to ise for lunch and i am always very happy with the food.	food	1
my husband and i ate dinner there last weekend and the food was very good, and very reasonably priced, we thought.	dinner	2
my husband and i ate dinner there last weekend and the food was very good, and very reasonably priced, we thought.	food	1
my husband and i ate dinner there last weekend and the food was very good, and very reasonably priced, we thought.	priced	1
our food was delivered in a timely fashion but if you wanted another drink or your check you had to hunt down your server.	food	1
our food was delivered in a timely fashion but if you wanted another drink or your check you had to hunt down your server.	check	2
teenie weenie overpriced appetizers were served at an agonizingly slow pace, one at a time 30 minutes between each.	appetizers	0
teenie weenie overpriced appetizers were served at an agonizingly slow pace, one at a time 30 minutes between each.	served	2
we both got soup, and appetizer, and a main course (fabulous duck), so we didnt have space for dessert.	appetizer	2
we both got soup, and appetizer, and a main course (fabulous duck), so we didnt have space for dessert.	duck	1
we both got soup, and appetizer, and a main course (fabulous duck), so we didnt have space for dessert.	dessert	2
food other than sushi is also very nice.	food	1
food other than sushi is also very nice.	sushi	0
the portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.	portions	0
the portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.	service	1
our waiter was a real pro; knew a lot about ingredients and allowed us to take our time.	waiter	1
our waiter was a real pro; knew a lot about ingredients and allowed us to take our time.	ingredients	2
the place wasn't at all busy, and we were shown a table in the back, given our menus, and promptly forgotten about.	place	0
the place wasn't at all busy, and we were shown a table in the back, given our menus, and promptly forgotten about.	menus	2
for dessert you must try the baklava, chocolate mousse cake, strawberry shortcake.	dessert	2
for dessert you must try the baklava, chocolate mousse cake, strawberry shortcake.	baklava	1
for dessert you must try the baklava, chocolate mousse cake, strawberry shortcake.	chocolate mousse cake	1
for dessert you must try the baklava, chocolate mousse cake, strawberry shortcake.	strawberry shortcake	1
i have been to blue ribbon sushi at least 75 times and have never ordered the same dish twice, that's how awesome the menu is.	sushi	2
i have been to blue ribbon sushi at least 75 times and have never ordered the same dish twice, that's how awesome the menu is.	dish	2
i have been to blue ribbon sushi at least 75 times and have never ordered the same dish twice, that's how awesome the menu is.	menu	1
i got there with my husband aspecting nothing but delicious landmark italian food,instead, we got tasteless pizza, salty pasta dishes and over cooked expensive prices, not compatible with the service they offer.	italian food	1
i got there with my husband aspecting nothing but delicious landmark italian food,instead, we got tasteless pizza, salty pasta dishes and over cooked expensive prices, not compatible with the service they offer.	pasta dishes	0
i got there with my husband aspecting nothing but delicious landmark italian food,instead, we got tasteless pizza, salty pasta dishes and over cooked expensive prices, not compatible with the service they offer.	service	1
we had a great tiem watching the shows and characters and ar food was just what we were looking for.	shows	1
we had a great tiem watching the shows and characters and ar food was just what we were looking for.	characters	2
we had a great tiem watching the shows and characters and ar food was just what we were looking for.	food	1
this was followed by various wacky hijinks: overly sweet foie de gras, lack of extra ginger/soy sauce, minute portions even for sushi, appetizers arriving at different times.	portions	0
this was followed by various wacky hijinks: overly sweet foie de gras, lack of extra ginger/soy sauce, minute portions even for sushi, appetizers arriving at different times.	appetizers	2
we ordered a variety of appetizers including the crabcakes, lobster rolls and poached shrimp-- one was better than the next.	appetizers	1
we ordered a variety of appetizers including the crabcakes, lobster rolls and poached shrimp-- one was better than the next.	lobster rolls and poached shrimp	2
i expected professionals, but was instead met with an amateur waitstaff that made several ominous errors during the course of the meal.	waitstaff	0
i expected professionals, but was instead met with an amateur waitstaff that made several ominous errors during the course of the meal.	meal	2
we had a crab and roasted red pepper dip along with a beef empinada for our appetizers, which set the tone of delicious worldly cuisine that we were about to experience.	crab and roasted red pepper dip	2
we had a crab and roasted red pepper dip along with a beef empinada for our appetizers, which set the tone of delicious worldly cuisine that we were about to experience.	beef	2
we had a crab and roasted red pepper dip along with a beef empinada for our appetizers, which set the tone of delicious worldly cuisine that we were about to experience.	appetizers	2
we had a crab and roasted red pepper dip along with a beef empinada for our appetizers, which set the tone of delicious worldly cuisine that we were about to experience.	worldly cuisine	1
service is one thing but a restaurant like craft needs to have much better quality food for the price they charge.	service	2
service is one thing but a restaurant like craft needs to have much better quality food for the price they charge.	food	1
i went there for lunch with co-workers and found the service to be prompt and very friendly.	lunch	2
i went there for lunch with co-workers and found the service to be prompt and very friendly.	service	1
i went for lunch and the staff does not welcome you upon entering.	lunch	2
i went for lunch and the staff does not welcome you upon entering.	staff	0
there are specials and it's the kind of place sure to please, whether you're seated at the window near the bar or in the outdoor (covered heated when needed) garden in the rear.	place	1
there are specials and it's the kind of place sure to please, whether you're seated at the window near the bar or in the outdoor (covered heated when needed) garden in the rear.	bar	2
the food a good way to judge a thai spot is by its green curry: the all-thai staff here fashions it spicy and smooth, filled to bursting with meat and thin-sliced bamboo shoots.	food	2
the food a good way to judge a thai spot is by its green curry: the all-thai staff here fashions it spicy and smooth, filled to bursting with meat and thin-sliced bamboo shoots.	green curry	2
the food a good way to judge a thai spot is by its green curry: the all-thai staff here fashions it spicy and smooth, filled to bursting with meat and thin-sliced bamboo shoots.	staff	2
the food a good way to judge a thai spot is by its green curry: the all-thai staff here fashions it spicy and smooth, filled to bursting with meat and thin-sliced bamboo shoots.	meat	2
the food a good way to judge a thai spot is by its green curry: the all-thai staff here fashions it spicy and smooth, filled to bursting with meat and thin-sliced bamboo shoots.	shoots	1
the food is right out of heaven, arrive hungry because the portions are huge but not the prices.	food	1
the food is right out of heaven, arrive hungry because the portions are huge but not the prices.	portions	1
the food is right out of heaven, arrive hungry because the portions are huge but not the prices.	prices	0
even at lunch, when lawyers and publishers flock in to wheel and deal over the justly-popular lunch buffet, the atmosphere remains serene.	justly-popular lunch buffet	2
even at lunch, when lawyers and publishers flock in to wheel and deal over the justly-popular lunch buffet, the atmosphere remains serene.	atmosphere	1
and to end the meal try some hazelnut gelato.	meal	2
and to end the meal try some hazelnut gelato.	gelato	1
the menu showcases thai-french favorites: fresh chopped hai (white fish) and salmon with chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.	menu	2
the menu showcases thai-french favorites: fresh chopped hai (white fish) and salmon with chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.	chopped hai (white fish)	1
the menu showcases thai-french favorites: fresh chopped hai (white fish) and salmon with chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.	octopus sauteed with ground pork	1
the menu showcases thai-french favorites: fresh chopped hai (white fish) and salmon with chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.	rabe	2
the menu showcases thai-french favorites: fresh chopped hai (white fish) and salmon with chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.	lime juice	2
from having an appetizer, a glass of wine and reading a magazine to sitting by a table to work on my grades, to meeting other fellow teachers for a book club to partying with the owners all my experiences at futura have always been extremely postive!	appetizer	2
from having an appetizer, a glass of wine and reading a magazine to sitting by a table to work on my grades, to meeting other fellow teachers for a book club to partying with the owners all my experiences at futura have always been extremely postive!	glass of wine	2
from having an appetizer, a glass of wine and reading a magazine to sitting by a table to work on my grades, to meeting other fellow teachers for a book club to partying with the owners all my experiences at futura have always been extremely postive!	table	2
from having an appetizer, a glass of wine and reading a magazine to sitting by a table to work on my grades, to meeting other fellow teachers for a book club to partying with the owners all my experiences at futura have always been extremely postive!	owners	1
please try to order a dish that is served with the corn cake.	dish	1
please try to order a dish that is served with the corn cake.	corn cake	2
this past memorial day weekend was hot and i asked the waiter why was the air condition not working and he responded doens't know why.	waiter	0
